country,player_name,position,age,birthday,club_team
Turkey,Mert Müldür,Defender,27,1999-04-03,Fenerbahçe
Turkey,Yunus Akgün,Forward,25,2000-07-07,Galatasaray
Turkey,Ferdi Kadıoğlu,Defender,26,1999-10-07,Brighton & Hove Albion
Turkey,Barış Alper Yılmaz,Forward,26,2000-05-23,Galatasaray
Turkey,Kaan Ayhan,Midfielder,31,1994-11-10,Galatasaray
Turkey,Uğurcan Çakır,Goalkeeper,30,1996-04-05,Galatasaray
Turkey,Oğuz Aydın,Forward,25,2000-10-27,Fenerbahçe
Turkey,Samet Akaydin,Defender,32,1994-03-13,Çaykur Rizespor
Turkey,Can Uzun,Forward,20,2005-11-11,Eintracht Frankfurt
United States,Matt Turner,Goalkeeper,31,1994-06-24,New England Revolution
United States,Sergiño Dest,Defender,25,2000-11-03,PSV Eindhoven
United States,Chris Richards,Defender,26,2000-03-28,Crystal Palace
United States,Tyler Adams,Midfielder,27,1999-02-14,Bournemouth
United States,Antonee Robinson,Defender,28,1997-08-08,Fulham
United States,Auston Trusty,Defender,27,1998-08-12,Celtic
United States,Giovanni Reyna,Midfielder,23,2002-11-13,Borussia Mönchengladbach
United States,Weston McKennie,Midfielder,27,1998-08-28,Juventus
United States,Ricardo Pepi,Forward,23,2003-01-09,PSV Eindhoven
United States,Christian Pulisic,Forward,27,1998-09-18,Milan
United States,Brenden Aaronson,Forward,25,2000-10-22,Leeds United
United States,Miles Robinson,Defender,29,1997-03-14,FC Cincinnati
United States,Tim Ream,Defender,38,1987-10-05,Charlotte FC
United States,Sebastian Berhalter,Midfielder,25,2001-05-10,Vancouver Whitecaps FC
United States,Cristian Roldan,Midfielder,31,1995-06-03,Seattle Sounders FC
United States,Alex Freeman,Defender,21,2004-08-09,Villarreal
United States,Malik Tillman,Midfielder,24,2002-05-28,Bayer Leverkusen
United States,Max Arfsten,Defender,25,2001-04-19,Columbus Crew
United States,Haji Wright,Forward,28,1998-03-27,Coventry City
United States,Folarin Balogun,Forward,24,2001-07-03,Monaco
United States,Timothy Weah,Forward,26,2000-02-22,Marseille
United States,Mark McKenzie,Defender,27,1999-02-25,Toulouse
United States,Joe Scally,Defender,23,2002-12-31,Borussia Mönchengladbach
United States,Matt Freese,Goalkeeper,27,1998-09-02,New York City FC
United States,Chris Brady,Goalkeeper,22,2004-03-03,Chicago Fire FC
United States,Alejandro Zendejas,Forward,28,1998-02-07,América
Curaçao,Eloy Room,Goalkeeper,37,1989-02-06,Miami FC
Curaçao,Shurandy Sambo,Defender,24,2001-08-19,Sparta Rotterdam
Curaçao,Juriën Gaari,Defender,32,1993-12-23,Abha
Curaçao,Roshon van Eijma,Defender,28,1998-06-09,RKC Waalwijk
Curaçao,Sherel Floranus,Defender,27,1998-08-23,PEC Zwolle
Curaçao,Godfried Roemeratoe,Midfielder,26,1999-08-19,RKC Waalwijk
Curaçao,Juninho Bacuna,Midfielder,28,1997-08-07,Volendam
Curaçao,Livano Comenencia,Midfielder,22,2004-02-03,Zürich
Curaçao,Jürgen Locadia,Forward,32,1993-11-07,Miami FC
Curaçao,Leandro Bacuna,Midfielder,34,1991-08-21,Iğdır
Curaçao,Jeremy Antonisse,Forward,24,2002-03-29,Kifisia
Curaçao,Sontje Hansen,Forward,24,2002-05-18,Middlesbrough
Curaçao,Tyrese Noslin,Forward,23,2002-09-11,Telstar
Curaçao,Kenji Gorré,Forward,31,1994-09-29,Maccabi Haifa
Curaçao,Ar'jany Martha,Midfielder,22,2003-09-04,Rotherham United
Curaçao,Jearl Margaritha,Forward,26,2000-04-10,Beveren
Curaçao,Brandley Kuwas,Forward,33,1992-09-19,Volendam
Curaçao,Armando Obispo,Defender,27,1999-03-05,PSV Eindhoven
Curaçao,Gervane Kastaneer,Forward,30,1996-06-09,Terengganu
Curaçao,Joshua Brenet,Defender,32,1994-03-20,Kayserispor
Curaçao,Tahith Chong,Midfielder,26,1999-12-04,Sheffield United
Curaçao,Kevin Felida,Midfielder,26,1999-11-11,Den Bosch
Curaçao,Riechedly Bazoer,Defender,29,1996-10-12,Konyaspor
Curaçao,Deveron Fonville,Defender,23,2003-05-16,NEC
Curaçao,Tyrick Bodak,Goalkeeper,24,2002-05-15,Telstar
Curaçao,Trevor Doornbusch,Goalkeeper,26,1999-07-06,VVV-Venlo
Ecuador,Hernán Galíndez,Goalkeeper,39,1987-03-30,Huracán
Ecuador,Félix Torres,Defender,29,1997-01-11,Internacional
Ecuador,Piero Hincapié,Defender,24,2002-01-09,Arsenal
Ecuador,Joel Ordóñez,Defender,22,2004-04-21,Club Brugge
Ecuador,Jordy Alcívar,Midfielder,26,1999-08-05,Independiente del Valle
Ecuador,Willian Pacho,Defender,24,2001-10-16,Paris Saint-Germain
Ecuador,Pervis Estupiñán,Defender,28,1998-01-21,Milan
Ecuador,Anthony Valencia,Midfielder,22,2003-07-21,Antwerp
Ecuador,John Yeboah,Forward,25,2000-06-23,Venezia
Ecuador,Kendry Páez,Midfielder,19,2007-05-04,River Plate
Ecuador,Kevin Rodríguez,Forward,26,2000-03-04,Saint-Gilloise
Ecuador,Moisés Ramírez,Goalkeeper,25,2000-09-09,Kifisia
Ecuador,Enner Valencia,Forward,36,1989-11-04,Pachuca
Ecuador,Alan Minda,Midfielder,23,2003-05-14,Atlético Mineiro
Ecuador,Pedro Vite,Midfielder,24,2002-03-09,Pumas UNAM
Ecuador,Jordy Caicedo,Forward,28,1997-11-18,Huracán
Ecuador,Ángelo Preciado,Defender,28,1998-02-18,Atlético Mineiro
Ecuador,Denil Castillo,Midfielder,22,2004-03-24,Midtjylland
Ecuador,Gonzalo Plata,Forward,25,2000-11-01,Flamengo
Ecuador,Nilson Angulo,Forward,22,2003-06-19,Sunderland
Ecuador,Alan Franco,Midfielder,27,1998-08-21,Atlético Mineiro
Ecuador,Gonzalo Valle,Goalkeeper,30,1996-02-28,LDU Quito
Ecuador,Moisés Caicedo,Midfielder,24,2001-11-02,Chelsea
Ecuador,Jeremy Arévalo,Forward,21,2005-03-19,VfB Stuttgart
Ecuador,Jackson Porozo,Defender,25,2000-08-04,Tijuana
Ecuador,Yaimar Medina,Defender,21,2004-11-05,Genk
Germany,Manuel Neuer,Goalkeeper,40,1986-03-27,Bayern Munich
Germany,Antonio Rüdiger,Defender,33,1993-03-03,Real Madrid
Germany,Waldemar Anton,Defender,29,1996-07-20,Borussia Dortmund
Germany,Jonathan Tah,Defender,30,1996-02-11,Bayern Munich
Germany,Aleksandar Pavlović,Midfielder,22,2004-05-03,Bayern Munich
Germany,Joshua Kimmich,Defender,31,1995-02-08,Bayern Munich
Germany,Kai Havertz,Forward,27,1999-06-11,Arsenal
Germany,Leon Goretzka,Midfielder,31,1995-02-06,Bayern Munich
Germany,Jamie Leweling,Midfielder,25,2001-02-26,VfB Stuttgart
Germany,Jamal Musiala,Midfielder,23,2003-02-26,Bayern Munich
Germany,Nick Woltemade,Forward,24,2002-02-14,Newcastle United
Germany,Oliver Baumann,Goalkeeper,36,1990-06-02,TSG Hoffenheim
Germany,Pascal Groß,Midfielder,34,1991-06-15,Brighton & Hove Albion
Germany,Maximilian Beier,Forward,23,2002-10-17,Borussia Dortmund
Germany,Nico Schlotterbeck,Defender,26,1999-12-01,Borussia Dortmund
Germany,Angelo Stiller,Midfielder,25,2001-04-04,VfB Stuttgart
Germany,Florian Wirtz,Midfielder,23,2003-05-03,Liverpool
Germany,Nathaniel Brown,Defender,22,2003-06-16,Eintracht Frankfurt
Germany,Leroy Sané,Midfielder,30,1996-01-11,Galatasaray
Germany,Nadiem Amiri,Midfielder,29,1996-10-27,Mainz 05
Germany,Alexander Nübel,Goalkeeper,29,1996-09-30,VfB Stuttgart
Germany,David Raum,Defender,28,1998-04-22,RB Leipzig
Germany,Felix Nmecha,Midfielder,25,2000-10-10,Borussia Dortmund
Germany,Malick Thiaw,Defender,24,2001-08-08,Newcastle United
Germany,Assan Ouédraogo,Midfielder,20,2006-05-09,RB Leipzig
Germany,Deniz Undav,Forward,29,1996-07-19,VfB Stuttgart
Ivory Coast,Yahia Fofana,Goalkeeper,25,2000-08-21,Çaykur Rizespor
Ivory Coast,Ousmane Diomande,Defender,22,2003-12-04,Sporting CP
Ivory Coast,Ghislain Konan,Defender,30,1995-12-27,Gil Vicente
Ivory Coast,Jean Michaël Seri,Midfielder,34,1991-07-19,Maribor
Ivory Coast,Wilfried Singo,Defender,25,2000-12-25,Galatasaray
Ivory Coast,Seko Fofana,Midfielder,31,1995-05-07,Porto
Ivory Coast,Odilon Kossounou,Defender,25,2001-01-04,Atalanta
Ivory Coast,Franck Kessié,Midfielder,29,1996-12-19,Al-Ahli
Ivory Coast,Ange-Yoan Bonny,Forward,22,2003-10-25,Inter Milan
Ivory Coast,Simon Adingra,Forward,24,2002-01-01,Monaco
Ivory Coast,Yan Diomande,Forward,19,2006-11-14,RB Leipzig
Ivory Coast,Elye Wahi,Forward,23,2003-01-02,Nice
Ivory Coast,Christopher Opéri,Defender,29,1997-04-29,İstanbul Başakşehir
Ivory Coast,Oumar Diakité,Forward,22,2003-12-20,Cercle Brugge
Ivory Coast,Amad Diallo,Forward,23,2002-07-11,Manchester United
Ivory Coast,Mohamed Koné,Goalkeeper,24,2002-03-07,Charleroi
Ivory Coast,Guéla Doué,Defender,23,2002-10-17,Strasbourg
Ivory Coast,Ibrahim Sangaré,Midfielder,28,1997-12-02,Nottingham Forest
Ivory Coast,Nicolas Pépé,Forward,31,1995-05-29,Villarreal
Ivory Coast,Emmanuel Agbadou,Defender,28,1997-06-17,Beşiktaş
Ivory Coast,Evan Ndicka,Defender,26,1999-08-20,Roma
Ivory Coast,Evann Guessand,Forward,24,2001-07-01,Crystal Palace
Ivory Coast,Alban Lafont,Goalkeeper,27,1999-01-23,Panathinaikos
Ivory Coast,Bazoumana Touré,Forward,20,2006-03-02,TSG Hoffenheim
Ivory Coast,Parfait Guiagon,Midfielder,25,2001-02-22,Charleroi
Ivory Coast,Christ Inao Oulaï,Midfielder,20,2006-04-06,Trabzonspor
Japan,Zion Suzuki,Goalkeeper,23,2002-08-21,Parma
Japan,Yukinari Sugawara,Defender,25,2000-06-28,Werder Bremen
Japan,Shōgo Taniguchi,Defender,34,1991-07-15,Sint-Truiden
Japan,Kō Itakura,Defender,29,1997-01-27,Ajax
Japan,Yūto Nagatomo,Defender,39,1986-09-12,FC Tokyo
Japan,Shūto Machino,Forward,26,1999-09-30,Borussia Mönchengladbach
Japan,Ao Tanaka,Midfielder,27,1998-09-10,Leeds United
Japan,Takefusa Kubo,Midfielder,25,2001-06-04,Real Sociedad
Japan,Keisuke Gotō,Forward,21,2005-06-03,Sint-Truiden
Japan,Ritsu Dōan,Midfielder,27,1998-06-16,Eintracht Frankfurt
Japan,Daizen Maeda,Midfielder,28,1997-10-20,Celtic
Japan,Keisuke Ōsako,Goalkeeper,26,1999-07-28,Sanfrecce Hiroshima
Japan,Keito Nakamura,Midfielder,25,2000-07-28,Reims
Japan,Junya Itō,Midfielder,33,1993-03-09,Genk
Japan,Daichi Kamada,Midfielder,29,1996-08-05,Crystal Palace
Japan,Tsuyoshi Watanabe,Defender,29,1997-02-05,Feyenoord
Japan,Yuito Suzuki,Midfielder,24,2001-10-25,SC Freiburg
Japan,Ayase Ueda,Forward,27,1998-08-28,Feyenoord
Japan,Kōki Ogawa,Forward,28,1997-08-08,NEC
Japan,Ayumu Seko,Defender,26,2000-06-07,Le Havre
Japan,Hiroki Itō,Defender,27,1999-05-12,Bayern Munich
Japan,Takehiro Tomiyasu,Defender,27,1998-11-05,Ajax
Japan,Tomoki Hayakawa,Goalkeeper,27,1999-03-03,Kashima Antlers
Japan,Kaishū Sano,Midfielder,25,2000-12-30,Mainz 05
Japan,Junnosuke Suzuki,Defender,22,2003-07-12,Copenhagen
Japan,Kento Shiogai,Forward,21,2005-03-26,VfL Wolfsburg
Netherlands,Bart Verbruggen,Goalkeeper,23,2002-08-18,Brighton & Hove Albion
Netherlands,Lutsharel Geertruida,Defender,25,2000-07-18,Sunderland
Netherlands,Marten de Roon,Midfielder,35,1991-03-29,Atalanta
Netherlands,Virgil van Dijk,Defender,34,1991-07-08,Liverpool
Netherlands,Nathan Aké,Defender,31,1995-02-18,Manchester City
Netherlands,Jan Paul van Hecke,Defender,26,2000-06-08,Brighton & Hove Albion
Netherlands,Justin Kluivert,Midfielder,27,1999-05-05,Bournemouth
Netherlands,Ryan Gravenberch,Midfielder,24,2002-05-16,Liverpool
Netherlands,Wout Weghorst,Forward,33,1992-08-07,Ajax
Netherlands,Memphis Depay,Forward,32,1994-02-13,Corinthians
Netherlands,Cody Gakpo,Forward,27,1999-05-07,Liverpool
Netherlands,Mats Wieffer,Defender,26,1999-11-16,Brighton & Hove Albion
Netherlands,Robin Roefs,Goalkeeper,23,2003-01-17,Sunderland
Netherlands,Tijjani Reijnders,Midfielder,27,1998-07-29,Manchester City
Netherlands,Micky van de Ven,Defender,25,2001-04-19,Tottenham Hotspur
Netherlands,Guus Til,Midfielder,28,1997-12-22,PSV Eindhoven
Netherlands,Noa Lang,Forward,26,1999-06-17,Galatasaray
Netherlands,Donyell Malen,Forward,27,1999-01-19,Roma
Netherlands,Brian Brobbey,Forward,24,2002-02-01,Sunderland
Netherlands,Teun Koopmeiners,Midfielder,28,1998-02-28,Juventus
Netherlands,Frenkie de Jong,Midfielder,29,1997-05-12,Barcelona
Netherlands,Denzel Dumfries,Defender,30,1996-04-18,Inter Milan
Netherlands,Mark Flekken,Goalkeeper,32,1993-06-13,Bayer Leverkusen
Netherlands,Crysencio Summerville,Forward,24,2001-10-30,West Ham United
Netherlands,Jorrel Hato,Defender,20,2006-03-07,Chelsea
Netherlands,Quinten Timber,Midfielder,24,2001-06-17,Marseille
Sweden,Jacob Widell Zetterström,Goalkeeper,27,1998-07-11,Derby County
Sweden,Gustaf Lagerbielke,Defender,26,2000-04-10,Braga
Sweden,Victor Lindelöf,Defender,31,1994-07-17,Aston Villa
Sweden,Isak Hien,Defender,27,1999-01-13,Atalanta
Sweden,Gabriel Gudmundsson,Defender,27,1999-04-29,Leeds United
Sweden,Herman Johansson,Defender,28,1997-10-16,FC Dallas
Sweden,Lucas Bergvall,Midfielder,20,2006-02-02,Tottenham Hotspur
Sweden,Daniel Svensson,Defender,24,2002-02-12,Borussia Dortmund
Sweden,Alexander Isak,Forward,26,1999-09-21,Liverpool
Sweden,Benjamin Nygren,Midfielder,24,2001-07-08,Celtic
Sweden,Anthony Elanga,Forward,24,2002-04-27,Newcastle United
Sweden,Viktor Johansson,Goalkeeper,27,1998-09-14,Stoke City
Sweden,Ken Sema,Midfielder,32,1993-09-30,Pafos
Sweden,Hjalmar Ekdal,Defender,27,1998-10-21,Burnley
Sweden,Carl Starfelt,Defender,31,1995-06-01,Celta Vigo
Sweden,Jesper Karlström,Midfielder,30,1995-06-21,Udinese
Sweden,Viktor Gyökeres,Forward,28,1998-06-04,Arsenal
Sweden,Yasin Ayari,Midfielder,22,2003-10-06,Brighton & Hove Albion
Sweden,Mattias Svanberg,Midfielder,27,1999-01-05,VfL Wolfsburg
Sweden,Eric Smith,Defender,29,1997-01-08,FC St. Pauli
Sweden,Alexander Bernhardsson,Defender,27,1998-09-08,Holstein Kiel
Sweden,Besfort Zeneli,Midfielder,23,2002-11-21,Saint-Gilloise
Sweden,Kristoffer Nordfeldt,Goalkeeper,36,1989-06-23,AIK
Sweden,Elliot Stroud,Defender,23,2002-06-22,Mjällby AIF
Sweden,Gustaf Nilsson,Forward,29,1997-05-23,Club Brugge
Sweden,Taha Ali,Forward,27,1998-07-01,Malmö FF
Tunisia,Mouhib Chamakh,Goalkeeper,24,2001-08-25,Club Africain
Tunisia,Ali Abdi,Defender,32,1993-12-20,Nice
Tunisia,Montassar Talbi,Defender,28,1998-05-26,Lorient
Tunisia,Omar Rekik,Defender,24,2001-12-20,Maribor
Tunisia,Adem Arous,Defender,21,2004-07-17,Kasımpaşa
Tunisia,Dylan Bronn,Defender,30,1995-06-19,Servette
Tunisia,Elias Achouri,Forward,27,1999-02-10,Copenhagen
Tunisia,Elias Saad,Forward,26,1999-12-27,Hannover 96
Tunisia,Hazem Mastouri,Forward,28,1997-06-18,Dynamo Makhachkala
Tunisia,Hannibal Mejbri,Midfielder,23,2003-01-21,Burnley
Tunisia,Ismaël Gharbi,Midfielder,22,2004-04-10,FC Augsburg
Tunisia,Mortadha Ben Ouanes,Defender,31,1994-07-02,Kasımpaşa
Tunisia,Rani Khedira,Midfielder,32,1994-01-27,Berlin
Tunisia,Khalil Ayari,Midfielder,21,2005-02-02,Paris Saint-Germain
Tunisia,Hadj Mahmoud,Midfielder,26,2000-04-24,Lugano
Tunisia,Aymen Dahmen,Goalkeeper,29,1997-01-28,CS Sfaxien
Tunisia,Ellyes Skhiri,Midfielder,31,1995-05-10,Eintracht Frankfurt
Tunisia,Rayan Elloumi,Forward,18,2007-09-17,Vancouver Whitecaps FC
Tunisia,Firas Chaouat,Forward,30,1996-05-08,Club Africain
Tunisia,Yan Valery,Defender,27,1999-02-22,Young Boys
Tunisia,Mohamed Amine Ben Hamida,Defender,30,1995-12-15,Espérance de Tunis
Tunisia,Sabri Ben Hessen,Goalkeeper,29,1996-06-13,Étoile du Sahel
Tunisia,Moutaz Neffati,Defender,21,2004-09-04,IFK Norrköping
Tunisia,Raed Chikhaoui,Defender,22,2004-06-09,US Monastir
Tunisia,Anis Ben Slimane,Midfielder,25,2001-03-16,Norwich City
Tunisia,Sebastian Tounekti,Midfielder,23,2002-07-13,Celtic
Belgium,Thibaut Courtois,Goalkeeper,34,1992-05-11,Real Madrid
Belgium,Zeno Debast,Defender,22,2003-10-24,Sporting CP
Belgium,Arthur Theate,Defender,26,2000-05-25,Eintracht Frankfurt
Belgium,Brandon Mechele,Defender,33,1993-01-28,Club Brugge
Belgium,Maxim De Cuyper,Defender,25,2000-12-22,Brighton & Hove Albion
Belgium,Axel Witsel,Midfielder,37,1989-01-12,Girona
Belgium,Kevin De Bruyne,Midfielder,34,1991-06-28,Napoli
Belgium,Youri Tielemans,Midfielder,29,1997-05-07,Aston Villa
Belgium,Romelu Lukaku,Forward,33,1993-05-13,Napoli
Belgium,Leandro Trossard,Forward,31,1994-12-04,Arsenal
Belgium,Jérémy Doku,Forward,24,2002-05-27,Manchester City
Belgium,Senne Lammens,Goalkeeper,23,2002-07-07,Manchester United
Belgium,Mike Penders,Goalkeeper,20,2005-07-31,Strasbourg
Belgium,Dodi Lukébakio,Forward,28,1997-09-24,Benfica
Belgium,Thomas Meunier,Defender,34,1991-09-12,Lille
Belgium,Koni De Winter,Defender,23,2002-06-12,Milan
Belgium,Charles De Ketelaere,Forward,25,2001-03-10,Atalanta
Belgium,Joaquin Seys,Defender,21,2005-03-28,Club Brugge
Belgium,Diego Moreira,Midfielder,21,2004-08-06,Strasbourg
Belgium,Hans Vanaken,Midfielder,33,1992-08-24,Club Brugge
Belgium,Timothy Castagne,Defender,30,1995-12-05,Fulham
Belgium,Alexis Saelemaekers,Midfielder,26,1999-06-27,Milan
Belgium,Nicolas Raskin,Midfielder,25,2001-02-23,Rangers
Belgium,Amadou Onana,Midfielder,24,2001-08-16,Aston Villa
Belgium,Nathan Ngoy,Defender,23,2003-06-10,Lille
Belgium,Matias Fernandez-Pardo,Forward,21,2005-02-03,Lille
Egypt,Mohamed El Shenawy,Goalkeeper,37,1988-12-18,Al Ahly
Egypt,Yasser Ibrahim,Defender,33,1993-02-10,Al Ahly
Egypt,Mohamed Hany,Defender,30,1996-02-02,Al Ahly
Egypt,Hossam Abdelmaguid,Defender,25,2001-04-30,Zamalek
Egypt,Ramy Rabia,Defender,33,1993-05-20,Al Ain
Egypt,Mohamed Abdelmonem,Defender,27,1999-02-01,Nice
Egypt,Trézéguet,Forward,31,1994-10-01,Al Ahly
Egypt,Emam Ashour,Midfielder,28,1998-02-20,Al Ahly
Egypt,Hamza Abdelkarim,Forward,18,2008-01-01,Barcelona B
Egypt,Mohamed Salah,Forward,33,1992-06-15,Liverpool
Egypt,Mostafa Ziko,Midfielder,29,1997-04-27,Pyramids
Egypt,Haissem Hassan,Forward,24,2002-02-08,Oviedo
Egypt,Ahmed Fatouh,Defender,28,1998-03-22,Zamalek
Egypt,Hamdy Fathy,Midfielder,31,1994-09-29,Al-Wakrah
Egypt,Karim Hafez,Defender,30,1996-03-12,Pyramids
Egypt,El Mahdy Soliman,Goalkeeper,39,1987-06-08,Zamalek
Egypt,Mohanad Lasheen,Midfielder,30,1996-05-29,Pyramids
Egypt,Nabil Emad,Midfielder,30,1996-04-06,Al-Najma
Egypt,Marwan Attia,Midfielder,27,1998-08-01,Al Ahly
Egypt,Ibrahim Adel,Forward,25,2001-04-23,Nordsjælland
Egypt,Mahmoud Saber,Midfielder,24,2001-07-30,ZED
Egypt,Omar Marmoush,Forward,27,1999-02-07,Manchester City
Egypt,Mostafa Shobeir,Goalkeeper,26,2000-05-15,Al Ahly
Egypt,Tarek Alaa,Defender,24,2002-01-05,ZED
Egypt,Zizo,Forward,30,1996-01-10,Al Ahly
Egypt,Mohamed Alaa,Goalkeeper,27,1999-01-01,El Gouna
Iran,Alireza Beiranvand,Goalkeeper,33,1992-09-21,Tractor
Iran,Saleh Hardani,Defender,27,1998-12-26,Esteghlal
Iran,Ehsan Hajsafi,Defender,36,1990-02-25,Sepahan
Iran,Shojae Khalilzadeh,Defender,37,1989-05-14,Tractor
Iran,Milad Mohammadi,Defender,32,1993-09-29,Persepolis
Iran,Saeid Ezatolahi,Midfielder,29,1996-10-01,Shabab Al Ahli
Iran,Alireza Jahanbakhsh,Midfielder,32,1993-08-11,Dender
Iran,Mohammad Mohebi,Midfielder,27,1998-12-20,Rostov
Iran,Mehdi Taremi,Forward,33,1992-07-18,Olympiacos
Iran,Mehdi Ghayedi,Forward,27,1998-12-05,Al Nasr
Iran,Ali Alipour,Forward,30,1995-11-11,Persepolis
Iran,Payam Niazmand,Goalkeeper,31,1995-04-06,Persepolis
Iran,Hossein Kanaanizadegan,Defender,32,1994-03-23,Persepolis
Iran,Saman Ghoddos,Midfielder,32,1993-09-06,Kalba
Iran,Rouzbeh Cheshmi,Midfielder,32,1993-07-24,Esteghlal
Iran,Mehdi Torabi,Midfielder,31,1994-09-10,Tractor
Iran,Aria Yousefi,Defender,24,2002-04-22,Sepahan
Iran,Amirhossein Hosseinzadeh,Forward,25,2000-10-30,Tractor
Iran,Ali Nemati,Defender,30,1996-02-08,Foolad
Iran,Shahriyar Moghanlou,Forward,31,1994-12-21,Kalba
Iran,Mohammad Ghorbani,Midfielder,24,2001-10-07,Al Wahda
Iran,Hossein Hosseini,Goalkeeper,33,1992-06-30,Sepahan
Iran,Ramin Rezaeian,Defender,36,1990-03-21,Foolad
Iran,Dennis Eckert,Forward,29,1997-01-09,Standard Liège
Iran,Danial Eiri,Defender,22,2003-10-26,Malavan
Iran,Amirmohammad Razzaghinia,Midfielder,20,2006-04-11,Esteghlal
New Zealand,Max Crocombe,Goalkeeper,32,1993-08-12,Millwall
New Zealand,Tim Payne,Defender,32,1994-01-10,Wellington Phoenix
New Zealand,Francis de Vries,Defender,31,1994-11-28,Auckland FC
New Zealand,Tyler Bindon,Defender,21,2005-01-27,Sheffield United
New Zealand,Michael Boxall,Defender,37,1988-08-18,Minnesota United FC
New Zealand,Joe Bell,Midfielder,27,1999-04-27,Viking
New Zealand,Logan Rogerson,Forward,28,1998-05-28,Auckland FC
New Zealand,Marko Stamenić,Midfielder,24,2002-02-19,Swansea City
New Zealand,Chris Wood,Forward,34,1991-12-07,Nottingham Forest
New Zealand,Sarpreet Singh,Midfielder,27,1999-02-20,Wellington Phoenix
New Zealand,Elijah Just,Midfielder,26,2000-05-01,Motherwell
New Zealand,Alex Paulsen,Goalkeeper,23,2002-07-04,Lechia Gdańsk
New Zealand,Liberato Cacace,Defender,25,2000-09-27,Wrexham
New Zealand,Alex Rufer,Midfielder,29,1996-06-12,Wellington Phoenix
New Zealand,Nando Pijnaker,Defender,27,1999-02-25,Auckland FC
New Zealand,Finn Surman,Defender,22,2003-09-23,Portland Timbers
New Zealand,Kosta Barbarouses,Forward,36,1990-02-19,Western Sydney Wanderers
New Zealand,Ben Waine,Forward,25,2001-06-11,Port Vale
New Zealand,Ben Old,Midfielder,23,2002-08-13,Saint-Étienne
New Zealand,Callum McCowatt,Midfielder,27,1999-04-30,Silkeborg
New Zealand,Jesse Randall,Forward,23,2002-08-19,Auckland FC
New Zealand,Michael Woud,Goalkeeper,27,1999-01-16,Auckland FC
New Zealand,Ryan Thomas,Midfielder,31,1994-12-20,PEC Zwolle
New Zealand,Callan Elliot,Defender,26,1999-07-07,Auckland FC
New Zealand,Lachlan Bayliss,Midfielder,23,2002-07-24,Newcastle Jets
New Zealand,Tommy Smith,Defender,36,1990-03-31,Braintree Town
Cape Verde,Vozinha,Goalkeeper,40,1986-06-03,Chaves
Cape Verde,Stopira,Defender,38,1988-05-20,Torreense
Cape Verde,Diney,Defender,31,1995-01-17,Al Bataeh
Cape Verde,Roberto Lopes,Defender,33,1992-06-17,Shamrock Rovers
Cape Verde,Logan Costa,Defender,25,2001-04-01,Villarreal
Cape Verde,Kevin Pina,Midfielder,29,1997-01-27,Krasnodar
Cape Verde,Jovane Cabral,Midfielder,27,1998-06-14,Estrela Amadora
Cape Verde,João Paulo,Midfielder,28,1998-05-26,FCSB
Cape Verde,Gilson Benchimol,Forward,24,2001-12-29,Akron Tolyatti
Cape Verde,Jamiro Monteiro,Midfielder,32,1993-11-23,PEC Zwolle
Cape Verde,Garry Rodrigues,Midfielder,35,1990-11-27,Apollon Limassol
Cape Verde,Márcio Rosa,Goalkeeper,29,1997-02-23,Montana
Cape Verde,Sidny Lopes Cabral,Defender,23,2002-09-18,Benfica
Cape Verde,Deroy Duarte,Midfielder,26,1999-07-04,Ludogorets Razgrad
Cape Verde,Laros Duarte,Midfielder,29,1997-02-28,Puskás Akadémia
Cape Verde,Yannick Semedo,Midfielder,30,1995-12-29,Farense
Cape Verde,Willy Semedo,Midfielder,32,1994-04-27,Omonia
Cape Verde,Telmo Arcanjo,Midfielder,24,2001-06-21,Vitória de Guimarães
Cape Verde,Dailon Livramento,Forward,25,2001-05-04,Casa Pia
Cape Verde,Ryan Mendes,Forward,36,1990-01-08,Iğdır
Cape Verde,Nuno da Costa,Midfielder,35,1991-02-10,İstanbul Başakşehir
Cape Verde,Steven Moreira,Defender,31,1994-08-13,Columbus Crew
Cape Verde,CJ dos Santos,Goalkeeper,25,2000-08-24,San Diego FC
Cape Verde,Wagner Pina,Defender,23,2002-11-03,Trabzonspor
Cape Verde,Kelvin Pires,Defender,26,2000-06-05,SJK
Cape Verde,Hélio Varela,Midfielder,24,2002-05-03,Maccabi Tel Aviv
Saudi Arabia,Nawaf Al-Aqidi,Goalkeeper,26,2000-05-10,Al-Nassr
Saudi Arabia,Ali Majrashi,Defender,26,1999-10-02,Al-Ahli
Saudi Arabia,Ali Lajami,Defender,30,1996-04-24,Al-Hilal
Saudi Arabia,Abdulelah Al-Amri,Defender,29,1997-01-15,Al-Nassr
Saudi Arabia,Hassan Al-Tambakti,Defender,27,1999-02-09,Al-Hilal
Saudi Arabia,Nasser Al-Dawsari,Midfielder,27,1998-12-19,Al-Hilal
Saudi Arabia,Musab Al-Juwayr,Midfielder,22,2003-06-20,Al-Qadsiah
Saudi Arabia,Ayman Yahya,Forward,25,2001-05-14,Al-Nassr
Saudi Arabia,Firas Al-Buraikan,Forward,26,2000-05-14,Al-Ahli
Saudi Arabia,Salem Al-Dawsari,Forward,34,1991-08-19,Al-Hilal
Saudi Arabia,Saleh Al-Shehri,Forward,32,1993-11-01,Al-Ittihad
Saudi Arabia,Saud Abdulhamid,Defender,26,1999-07-18,Lens
